app_id,app_name,total_reviews,total_positive,steam_consensus,Title,Platform,Metascore,NumberOfCriticReviews,url,Metascore_Normalized,delta
779340,Total War: THREE KINGDOMS,16073,13861,0.8623779008274747,Total War: Three Kingdoms,PC,85.0,68.0,https://www.metacritic.com/game/total-war-three-kingdoms/critic-reviews/?platform=pc,0.85,0.012377900827474697
552500,Warhammer: Vermintide 2,30851,26438,0.8569576350847622,Warhammer: Vermintide 2,PC,82.0,56.0,https://www.metacritic.com/game/warhammer-vermintide-2/critic-reviews/?platform=pc,0.82,0.03695763508476224
570940,DARK SOULS™: REMASTERED,17685,15145,0.8563754594288946,Dark Souls Remastered,PC,84.0,8.0,https://www.metacritic.com/game/dark-souls-remastered/critic-reviews/?platform=pc,0.84,0.016375459428894623
518790,theHunter: Call of the Wild™,23396,20029,0.8560865105146179,theHunter: Call of the Wild,PC,64.0,13.0,https://www.metacritic.com/game/thehunter-call-of-the-wild/critic-reviews/?platform=pc,0.64,0.2160865105146179
393520,Iconoclasts,1492,1275,0.8545576407506702,Iconoclasts,PC,87.0,23.0,https://www.metacritic.com/game/iconoclasts/critic-reviews/?platform=pc,0.87,-0.015442359249329796
268500,XCOM 2,36540,31173,0.85311986863711,XCOM 2,PC,88.0,107.0,https://www.metacritic.com/game/xcom-2/critic-reviews/?platform=pc,0.88,-0.026880131362890025
447820,Day of Infamy,11086,9402,0.8480966985386974,Day of Infamy,PC,77.0,10.0,https://www.metacritic.com/game/day-of-infamy/critic-reviews/?platform=pc,0.77,0.07809669853869738
581320,Insurgency: Sandstorm,38229,32334,0.8457976928509771,Insurgency: Sandstorm,PC,78.0,32.0,https://www.metacritic.com/game/insurgency-sandstorm/critic-reviews/?platform=pc,0.78,0.06579769285097703
629760,MORDHAU,54515,45990,0.8436210217371366,MORDHAU,PC,81.0,22.0,https://www.metacritic.com/game/mordhau/critic-reviews/?platform=pc,0.81,0.03362102173713655
356190,Middle-earth™: Shadow of War™,22840,19225,0.8417250437828371,Middle-earth: Shadow of War,PC,75.0,18.0,https://www.metacritic.com/game/middle-earth-shadow-of-war/critic-reviews/?platform=pc,0.75,0.09172504378283708
589360,Ni no Kuni™ II: Revenant Kingdom,3778,3173,0.839862361037586,Ni no Kuni II: Revenant Kingdom,PC,81.0,24.0,https://www.metacritic.com/game/ni-no-kuni-ii-revenant-kingdom/critic-reviews/?platform=pc,0.81,0.029862361037585994
218620,PAYDAY 2,187096,156574,0.836864497370334,Payday 2,PC,79.0,51.0,https://www.metacritic.com/game/payday-2/critic-reviews/?platform=pc,0.79,0.046864497370333935
582160,Assassin's Creed Origins,17832,14918,0.8365859129654554,Assassin's Creed Origins,PC,84.0,31.0,https://www.metacritic.com/game/assassins-creed-origins/critic-reviews/?platform=pc,0.84,-0.0034140870345445995
626690,Sword Art Online: Fatal Bullet,4362,3646,0.8358551123337918,Sword Art Online: Fatal Bullet,PC,61.0,7.0,https://www.metacritic.com/game/sword-art-online-fatal-bullet/critic-reviews/?platform=pc,0.61,0.22585511233379185
648350,Jurassic World Evolution,18588,15524,0.8351624704110179,Jurassic World Evolution,PC,69.0,61.0,https://www.metacritic.com/game/jurassic-world-evolution/critic-reviews/?platform=pc,0.69,0.14516247041101793
397540,Borderlands 3,30246,25241,0.8345235733650731,Borderlands 3,PC,81.0,58.0,https://www.metacritic.com/game/borderlands-3/critic-reviews/?platform=pc,0.81,0.024523573365073048
637090,BATTLETECH,17317,14346,0.8284344863429001,BattleTech,PC,78.0,66.0,https://www.metacritic.com/game/battletech/critic-reviews/?platform=pc,0.78,0.04843448634290004
485510,Nioh: Complete Edition,7254,6008,0.8282326992004412,Nioh: Complete Edition,PC,84.0,25.0,https://www.metacritic.com/game/nioh-complete-edition/critic-reviews/?platform=pc,0.84,-0.011767300799558789
464920,Surviving Mars,8234,6768,0.821957736215691,Surviving Mars,PC,76.0,43.0,https://www.metacritic.com/game/surviving-mars/critic-reviews/?platform=pc,0.76,0.061957736215691006
381210,Dead by Daylight,143988,118010,0.819582187404506,Dead by Daylight,PC,71.0,16.0,https://www.metacritic.com/game/dead-by-daylight/critic-reviews/?platform=pc,0.71,0.10958218740450598
544750,SOULCALIBUR VI,5021,4110,0.8185620394343757,SoulCalibur VI,PC,80.0,19.0,https://www.metacritic.com/game/soulcalibur-vi/critic-reviews/?platform=pc,0.8,0.01856203943437562
644930,They Are Billions,14523,11855,0.8162913998485162,They Are Billions,PC,77.0,13.0,https://www.metacritic.com/game/they-are-billions/critic-reviews/?platform=pc,0.77,0.04629139984851616
594650,Hunt: Showdown,38954,31796,0.8162448015608154,Hunt: Showdown,PC,81.0,26.0,https://www.metacritic.com/game/hunt-showdown/critic-reviews/?platform=pc,0.81,0.006244801560815305
364360,Total War: WARHAMMER,25269,20567,0.8139221971585737,Total War: WARHAMMER,PC,86.0,79.0,https://www.metacritic.com/game/total-war-warhammer/critic-reviews/?platform=pc,0.86,-0.04607780284142626
379430,Kingdom Come: Deliverance,35653,28744,0.8062154657392084,Kingdom Come: Deliverance,PC,76.0,65.0,https://www.metacritic.com/game/kingdom-come-deliverance/critic-reviews/?platform=pc,0.76,0.04621546573920843
289070,Sid Meier's Civilization VI,68025,54568,0.8021756707092981,Sid Meier's Civilization VI,PC,88.0,91.0,https://www.metacritic.com/game/sid-meiers-civilization-vi/critic-reviews/?platform=pc,0.88,-0.07782432929070193
1017900,Age of Empires: Definitive Edition,2527,2025,0.8013454689354966,Age of Empires: Definitive Edition,PC,69.0,51.0,https://www.metacritic.com/game/age-of-empires-definitive-edition/critic-reviews/?platform=pc,0.69,0.11134546893549668
306130,The Elder Scrolls Online,49210,39371,0.800060963218858,The Elder Scrolls Online,PC,71.0,64.0,https://www.metacritic.com/game/the-elder-scrolls-online/critic-reviews/?platform=pc,0.71,0.09006096321885804
677160,We Were Here Too,1812,1447,0.7985651214128036,We Were Here Too,PC,69.0,7.0,https://www.metacritic.com/game/we-were-here-too/critic-reviews/?platform=pc,0.69,0.10856512141280361
355790,Styx: Shards of Darkness,1558,1243,0.7978177150192555,Styx: Shards of Darkness,PC,72.0,39.0,https://www.metacritic.com/game/styx-shards-of-darkness/critic-reviews/?platform=pc,0.72,0.0778177150192555
503940,Railway Empire,2983,2362,0.7918203151190077,Railway Empire,PC,74.0,22.0,https://www.metacritic.com/game/railway-empire/critic-reviews/?platform=pc,0.74,0.051820315119007754
646910,The Crew 2,10289,8133,0.7904558266109437,The Crew 2,PC,66.0,22.0,https://www.metacritic.com/game/the-crew-2/critic-reviews/?platform=pc,0.66,0.13045582661094368
502280,BERSERK and the Band of the Hawk,948,749,0.790084388185654,Berserk and the Band of the Hawk,PC,54.0,5.0,https://www.metacritic.com/game/berserk-and-the-band-of-the-hawk/critic-reviews/?platform=pc,0.54,0.2500843881856539
225540,Just Cause 3,36850,29079,0.7891180461329715,Just Cause 3,PC,74.0,53.0,https://www.metacritic.com/game/just-cause-3/critic-reviews/?platform=pc,0.74,0.04911804613297155
440900,Conan Exiles,32148,25327,0.7878250591016549,Conan Exiles,PC,68.0,25.0,https://www.metacritic.com/game/conan-exiles/critic-reviews/?platform=pc,0.68,0.10782505910165485
247240,Volgarr the Viking,1427,1116,0.7820602662929222,Volgarr the Viking,PC,76.0,9.0,https://www.metacritic.com/game/volgarr-the-viking/critic-reviews/?platform=pc,0.76,0.022060266292922237
421020,DiRT 4,4176,3260,0.7806513409961686,DiRT 4,PC,78.0,17.0,https://www.metacritic.com/game/dirt-4/critic-reviews/?platform=pc,0.78,0.0006513409961685923
400940,Budget Cuts,1113,865,0.7771787960467206,Budget Cuts,PC,76.0,5.0,https://www.metacritic.com/game/budget-cuts/critic-reviews/?platform=pc,0.76,0.017178796046720568
552520,Far Cry 5,35253,27363,0.776189260488469,Far Cry 5,PC,78.0,33.0,https://www.metacritic.com/game/far-cry-5/critic-reviews/?platform=pc,0.78,-0.0038107395115309917
640820,Pathfinder: Kingmaker,13210,10232,0.7745647236941711,Pathfinder: Kingmaker,PC,73.0,34.0,https://www.metacritic.com/game/pathfinder-kingmaker/critic-reviews/?platform=pc,0.73,0.04456472369417108
606280,Darksiders III,3967,3054,0.7698512730022687,Darksiders III,PC,70.0,46.0,https://www.metacritic.com/game/darksiders-iii/critic-reviews/?platform=pc,0.7,0.06985127300226879
671440,Rise of Industry,1881,1445,0.7682083997873471,Rise of Industry,PC,62.0,13.0,https://www.metacritic.com/game/rise-of-industry/critic-reviews/?platform=pc,0.62,0.14820839978734712
460930,Tom Clancy's Ghost Recon® Wildlands,19243,14699,0.7638621836511978,Tom Clancy's Ghost Recon: Wildlands,PC,69.0,33.0,https://www.metacritic.com/game/tom-clancys-ghost-recon-wildlands/critic-reviews/?platform=pc,0.69,0.0738621836511979
377160,Fallout 4,139127,106102,0.7626269523528862,Fallout 4,PC,84.0,40.0,https://www.metacritic.com/game/fallout-4/critic-reviews/?platform=pc,0.84,-0.07737304764711372
501080,Fishing: Barents Sea,909,692,0.7612761276127613,Fishing: Barents Sea,PC,69.0,5.0,https://www.metacritic.com/game/fishing-barents-sea/critic-reviews/?platform=pc,0.69,0.07127612761276136
346110,ARK: Survival Evolved,184576,138776,0.751863730929265,ARK: Survival Evolved,PC,70.0,20.0,https://www.metacritic.com/game/ark-survival-evolved/critic-reviews/?platform=pc,0.7,0.051863730929264995
271590,Grand Theft Auto V,319751,239415,0.7487544995949974,Grand Theft Auto V,PC,96.0,57.0,https://www.metacritic.com/game/grand-theft-auto-v/critic-reviews/?platform=pc,0.96,-0.21124550040500256
620590,Ancestors Legacy,2137,1595,0.7463734206832008,Ancestors Legacy,PC,77.0,22.0,https://www.metacritic.com/game/ancestors-legacy/critic-reviews/?platform=pc,0.77,-0.023626579316799234
428690,Youtubers Life,6338,4729,0.7461344272641212,Youtubers Life,PC,63.0,5.0,https://www.metacritic.com/game/youtubers-life/critic-reviews/?platform=pc,0.63,0.11613442726412115
427290,Vampyr,6686,4960,0.7418486389470536,Vampyr,PC,72.0,36.0,https://www.metacritic.com/game/vampyr/critic-reviews/?platform=pc,0.72,0.021848638947053578
572410,Steel Division: Normandy 44,2841,2063,0.7261527631115804,Steel Division: Normandy 44,PC,83.0,25.0,https://www.metacritic.com/game/steel-division-normandy-44/critic-reviews/?platform=pc,0.83,-0.10384723688841957
582660,Black Desert Online,24805,17849,0.7195726668010481,Black Desert Online,PC,73.0,36.0,https://www.metacritic.com/game/black-desert-online/critic-reviews/?platform=pc,0.73,-0.010427333198951838
272270,Torment: Tides of Numenera,2601,1794,0.6897347174163783,Torment: Tides of Numenera,PC,81.0,76.0,https://www.metacritic.com/game/torment-tides-of-numenera/critic-reviews/?platform=pc,0.81,-0.12026528258362179
297130,Titan Souls,2633,1811,0.687808583364983,Titan Souls,PC,74.0,46.0,https://www.metacritic.com/game/titan-souls/critic-reviews/?platform=pc,0.74,-0.05219141663501703
275850,No Man's Sky,116212,78056,0.6716690186899804,No Man's Sky,PC,61.0,20.0,https://www.metacritic.com/game/no-mans-sky/critic-reviews/?platform=pc,0.61,0.061669018689980426
543900,METAL GEAR SURVIVE,2460,1610,0.6544715447154471,Metal Gear Survive,PC,54.0,17.0,https://www.metacritic.com/game/metal-gear-survive/critic-reviews/?platform=pc,0.54,0.11447154471544707
304390,For Honor,40861,26692,0.6532390298817944,For Honor,PC,76.0,34.0,https://www.metacritic.com/game/for-honor/critic-reviews/?platform=pc,0.76,-0.10676097011820562
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,317846,195456,0.6149393102319991,PlayerUnknown's Battlegrounds,PC,86.0,52.0,https://www.metacritic.com/game/playerunknowns-battlegrounds/critic-reviews/?platform=pc,0.86,-0.24506068976800088
583950,Artifact,9452,5591,0.5915150232754972,Artifact,PC,76.0,23.0,https://www.metacritic.com/game/artifact/critic-reviews/?platform=pc,0.76,-0.1684849767245028
476600,Call of Duty: WWII,13329,7648,0.573786480606197,Call of Duty: WWII,PC,73.0,23.0,https://www.metacritic.com/game/call-of-duty-wwii/critic-reviews/?platform=pc,0.73,-0.156213519393803
517630,Just Cause 4,8675,4823,0.5559654178674351,Just Cause 4,PC,68.0,49.0,https://www.metacritic.com/game/just-cause-4/critic-reviews/?platform=pc,0.68,-0.12403458213256491
510510,WWE 2K17,735,406,0.5523809523809524,WWE 2K17,PC,61.0,5.0,https://www.metacritic.com/game/wwe-2k17/critic-reviews/?platform=pc,0.61,-0.05761904761904757
7510,X-Blades,1204,625,0.5191029900332226,X-Blades,PC,54.0,17.0,https://www.metacritic.com/game/x-blades/critic-reviews/?platform=pc,0.54,-0.020897009966777458
543460,Dead Rising 4,1607,832,0.5177349097697573,Dead Rising 4,PC,74.0,15.0,https://www.metacritic.com/game/dead-rising-4/critic-reviews/?platform=pc,0.74,-0.22226509023024266
841370,NBA 2K19,4742,2335,0.4924082665541965,NBA 2K19,PC,76.0,7.0,https://www.metacritic.com/game/nba-2k19/critic-reviews/?platform=pc,0.76,-0.2675917334458035
730310,DYNASTY WARRIORS 9,1236,603,0.4878640776699029,Dynasty Warriors 9,PC,57.0,16.0,https://www.metacritic.com/game/dynasty-warriors-9/critic-reviews/?platform=pc,0.57,-0.08213592233009703
1225330,NBA 2K21,4228,2039,0.4822611163670766,NBA 2K21,PC,67.0,7.0,https://www.metacritic.com/game/nba-2k21/critic-reviews/?platform=pc,0.67,-0.18773888363292346
1056960,Wolfenstein: Youngblood,3228,1540,0.4770755885997522,Wolfenstein: Youngblood,PC,69.0,59.0,https://www.metacritic.com/game/wolfenstein-youngblood/critic-reviews/?platform=pc,0.69,-0.21292441140024776
292730,Call of Duty: Infinite Warfare,10810,4860,0.4495837187789084,Call of Duty: Infinite Warfare,PC,73.0,17.0,https://www.metacritic.com/game/call-of-duty-infinite-warfare/critic-reviews/?platform=pc,0.73,-0.2804162812210916
285190,"Warhammer 40,000: Dawn of War III",9732,4192,0.4307439375256884,"Warhammer 40,000: Dawn of War III",PC,77.0,81.0,https://www.metacritic.com/game/warhammer-40000-dawn-of-war-iii/critic-reviews/?platform=pc,0.77,-0.3392560624743116
247730,Nether,10540,4079,0.3870018975332068,Nether,PC,57.0,7.0,https://www.metacritic.com/game/nether/critic-reviews/?platform=pc,0.57,-0.18299810246679316
2870,X Rebirth,4102,1512,0.3686006825938566,X Rebirth,PC,33.0,24.0,https://www.metacritic.com/game/x-rebirth/critic-reviews/?platform=pc,0.33,0.03860068259385657
236510,Takedown: Red Sabre,3031,1093,0.3606070603761135,Takedown: Red Sabre,PC,34.0,17.0,https://www.metacritic.com/game/takedown-red-sabre/critic-reviews/?platform=pc,0.34,0.020607060376113484
577800,NBA 2K18,3818,1270,0.3326348873755893,NBA 2K18,PC,87.0,7.0,https://www.metacritic.com/game/nba-2k18/critic-reviews/?platform=pc,0.87,-0.5373651126244107
258180,Deus Ex: The Fall,2238,702,0.3136729222520107,Deus Ex: The Fall,PC,45.0,14.0,https://www.metacritic.com/game/deus-ex-the-fall/critic-reviews/?platform=pc,0.45,-0.1363270777479893
390340,Umbrella Corps,1055,305,0.2890995260663507,Umbrella Corps,PC,36.0,15.0,https://www.metacritic.com/game/umbrella-corps/critic-reviews/?platform=pc,0.36,-0.07090047393364929
352550,Urban Empire,848,245,0.2889150943396226,Urban Empire,PC,62.0,21.0,https://www.metacritic.com/game/urban-empire/critic-reviews/?platform=pc,0.62,-0.3310849056603774
282560,RollerCoaster Tycoon World,2862,711,0.2484276729559748,RollerCoaster Tycoon World,PC,43.0,8.0,https://www.metacritic.com/game/rollercoaster-tycoon-world/critic-reviews/?platform=pc,0.43,-0.1815723270440252
