app_id,app_name,total_reviews,total_positive,steam_consensus,Title,Platform,Metascore,NumberOfCriticReviews,url,Metascore_Normalized,delta
489830,The Elder Scrolls V: Skyrim Special Edition,84628,75127,0.8877321926549133,The Elder Scrolls V: Skyrim Special Edition,PC,74.0,6.0,https://www.metacritic.com/game/the-elder-scrolls-v-skyrim-special-edition/critic-reviews/?platform=pc,0.74,0.14773219265491333
39210,FINAL FANTASY XIV Online,22989,20376,0.8863369437557093,Final Fantasy XIV Online,PC,49.0,26.0,https://www.metacritic.com/game/final-fantasy-xiv-online/critic-reviews/?platform=pc,0.49,0.39633694375570927
312660,Sniper Elite 4,8926,7890,0.8839345731570692,Sniper Elite 4,PC,78.0,32.0,https://www.metacritic.com/game/sniper-elite-4/critic-reviews/?platform=pc,0.78,0.10393457315706922
899440,GOD EATER 3,1842,1627,0.8832790445168295,God Eater 3,PC,71.0,7.0,https://www.metacritic.com/game/god-eater-3/critic-reviews/?platform=pc,0.71,0.17327904451682952
872790,Football Manager 2019,4005,3512,0.8769038701622971,Football Manager 2019,PC,86.0,34.0,https://www.metacritic.com/game/football-manager-2019/critic-reviews/?platform=pc,0.86,0.016903870162297108
560130,Pillars of Eternity II: Deadfire,6472,5668,0.8757725587144622,Pillars of Eternity II: Deadfire,PC,88.0,77.0,https://www.metacritic.com/game/pillars-of-eternity-ii-deadfire/critic-reviews/?platform=pc,0.88,-0.0042274412855377586
537800,Bomber Crew,4783,4187,0.8753920133807234,Bomber Crew,PC,75.0,8.0,https://www.metacritic.com/game/bomber-crew/critic-reviews/?platform=pc,0.75,0.12539201338072337
281990,Stellaris,54232,47307,0.8723078625165954,Stellaris,PC,78.0,59.0,https://www.metacritic.com/game/stellaris/critic-reviews/?platform=pc,0.78,0.0923078625165954
857980,Void Bastards,2556,2225,0.8705007824726134,Void Bastards,PC,81.0,30.0,https://www.metacritic.com/game/void-bastards/critic-reviews/?platform=pc,0.81,0.06050078247261337
236850,Europa Universalis IV,45587,39657,0.8699190558711913,Europa Universalis IV,PC,87.0,34.0,https://www.metacritic.com/game/europa-universalis-iv/critic-reviews/?platform=pc,0.87,-8.094412880865764e-05
690830,Foundation,3665,3174,0.8660300136425648,Foundation,PC,84.0,6.0,https://www.metacritic.com/game/foundation/critic-reviews/?platform=pc,0.84,0.026030013642564853
252490,Rust,283777,244971,0.8632517786853762,Rust,PC,69.0,12.0,https://www.metacritic.com/game/rust/critic-reviews/?platform=pc,0.69,0.17325177868537622
466560,Northgard,14811,12774,0.8624670852744581,Northgard,PC,81.0,15.0,https://www.metacritic.com/game/northgard/critic-reviews/?platform=pc,0.81,0.05246708527445809
