app_id,app_name,total_reviews,total_positive,steam_consensus,Title,Platform,Metascore,NumberOfCriticReviews,url,Metascore_Normalized,delta
417290,Ghost of a Tale,1662,1515,0.9115523465703971,Ghost of a Tale,PC,75.0,25.0,https://www.metacritic.com/game/ghost-of-a-tale/,0.75,0.16155234657039708
613100,House Flipper,18949,17271,0.9114465143279329,House Flipper,PC,67.0,7.0,https://www.metacritic.com/game/house-flipper/,0.67,0.24144651432793285
583470,The End Is Nigh,1189,1083,0.9108494533221194,The End Is Nigh,PC,84.0,15.0,https://www.metacritic.com/game/the-end-is-nigh/,0.84,0.07084945332211945
394360,Hearts of Iron IV,61009,55549,0.9105050074579161,Hearts of Iron IV,PC,83.0,37.0,https://www.metacritic.com/game/hearts-of-iron-iv/,0.83,0.08050500745791611
107410,Arma 3,89777,81502,0.9078271717700525,Arma 3,PC,74.0,38.0,https://www.metacritic.com/game/arma-3/,0.74,0.16782717177005246
357190,Ultimate Marvel vs. Capcom 3,1693,1530,0.9037212049616066,Ultimate Marvel vs. Capcom 3,PC,80.0,48.0,https://www.metacritic.com/game/ultimate-marvel-vs-capcom-3/,0.8,0.10372120496160653
262060,Darkest Dungeon®,40521,36596,0.903136645196318,Darkest Dungeon,PC,84.0,56.0,https://www.metacritic.com/game/darkest-dungeon/,0.84,0.06313664519631801
678950,DRAGON BALL FighterZ,16864,15220,0.9025142314990512,Dragon Ball FighterZ,PC,87.0,74.0,https://www.metacritic.com/game/dragon-ball-fighterz/,0.87,0.032514231499051194
863550,HITMAN™ 2,21930,19754,0.9007751937984496,Hitman 2,PC,82.0,70.0,https://www.metacritic.com/game/hitman-2/,0.82,0.08077519379844966
812140,Assassin's Creed Odyssey,31672,28506,0.9000378883556454,Assassin's Creed Odyssey,PC,83.0,86.0,https://www.metacritic.com/game/assassins-creed-odyssey/,0.83,0.0700378883556454
242920,Banished,23568,21195,0.8993126272912424,Banished,PC,73.0,32.0,https://www.metacritic.com/game/banished/,0.73,0.1693126272912424
283640,Salt and Sanctuary,4772,4288,0.8985750209555742,Salt and Sanctuary,PC,84.0,56.0,https://www.metacritic.com/game/salt-and-sanctuary/,0.84,0.05857502095557421
582010,Monster Hunter: World,97809,87842,0.8980973121082927,Monster Hunter: World,PC,90.0,93.0,https://www.metacritic.com/game/monster-hunter-world/,0.9,-0.001902687891707333
493340,Planet Coaster,22606,20288,0.8974608511014774,Planet Coaster,PC,84.0,57.0,https://www.metacritic.com/game/planet-coaster/,0.84,0.05746085110147747
527230,For The King,6895,6186,0.8971718636693256,For the King,PC,79.0,12.0,https://www.metacritic.com/game/for-the-king/,0.79,0.10717186366932552
359550,Tom Clancy's Rainbow Six Siege,371154,332894,0.8969161049052415,Tom Clancy's Rainbow Six Siege,PC,73.0,40.0,https://www.metacritic.com/game/tom-clancys-rainbow-six-siege/,0.73,0.16691610490524156
760060,Mutant Year Zero: Road to Eden,8482,7600,0.8960150907804763,Mutant Year Zero: Road to Eden,PC,78.0,57.0,https://www.metacritic.com/game/mutant-year-zero-road-to-eden/,0.78,0.11601509078047623
252950,Rocket League,248720,221834,0.891902541009971,Rocket League,PC,85.0,50.0,https://www.metacritic.com/game/rocket-league/,0.85,0.04190254100997104
782330,DOOM Eternal,72323,64468,0.8913900142416659,DOOM Eternal,PC,88.0,61.0,https://www.metacritic.com/game/doom-eternal/,0.88,0.011390014241665858
595520,FINAL FANTASY XII THE ZODIAC AGE,2553,2274,0.8907168037602821,Final Fantasy XII: The Zodiac Age,PC,86.0,75.0,https://www.metacritic.com/game/final-fantasy-xii-the-zodiac-age/,0.86,0.030716803760282074
1222700,A Way Out,4398,3915,0.8901773533424284,A Way Out,PC,78.0,62.0,https://www.metacritic.com/game/a-way-out/,0.78,0.1101773533424284
489830,The Elder Scrolls V: Skyrim Special Edition,84628,75127,0.8877321926549133,The Elder Scrolls V: Skyrim Special Edition,PC,84.0,63.0,https://www.metacritic.com/game/the-elder-scrolls-v-skyrim-special-edition/,0.84,0.04773219265491335
39210,FINAL FANTASY XIV Online,22989,20376,0.8863369437557093,Final Fantasy XIV Online,PC,49.0,26.0,https://www.metacritic.com/game/final-fantasy-xiv-online/,0.49,0.39633694375570927
312660,Sniper Elite 4,8926,7890,0.8839345731570692,Sniper Elite 4,PC,77.0,55.0,https://www.metacritic.com/game/sniper-elite-4/,0.77,0.11393457315706923
899440,GOD EATER 3,1842,1627,0.8832790445168295,God Eater 3,PC,71.0,60.0,https://www.metacritic.com/game/god-eater-3/,0.71,0.17327904451682952
872790,Football Manager 2019,4005,3512,0.8769038701622971,Football Manager 2019,PC,86.0,32.0,https://www.metacritic.com/game/football-manager-2019/,0.86,0.016903870162297108
560130,Pillars of Eternity II: Deadfire,6472,5668,0.8757725587144622,Pillars of Eternity II: Deadfire,PC,88.0,71.0,https://www.metacritic.com/game/pillars-of-eternity-ii-deadfire/,0.88,-0.0042274412855377586
537800,Bomber Crew,4783,4187,0.8753920133807234,Bomber Crew,PC,75.0,11.0,https://www.metacritic.com/game/bomber-crew/,0.75,0.12539201338072337
281990,Stellaris,54232,47307,0.8723078625165954,Stellaris,PC,78.0,57.0,https://www.metacritic.com/game/stellaris/,0.78,0.0923078625165954
857980,Void Bastards,2556,2225,0.8705007824726134,Void Bastards,PC,81.0,27.0,https://www.metacritic.com/game/void-bastards/,0.81,0.06050078247261337
236850,Europa Universalis IV,45587,39657,0.8699190558711913,Europa Universalis IV,PC,87.0,34.0,https://www.metacritic.com/game/europa-universalis-iv/,0.87,-8.094412880865764e-05
690830,Foundation,3665,3174,0.8660300136425648,Foundation,PC,84.0,5.0,https://www.metacritic.com/game/foundation/,0.84,0.026030013642564853
701160,Kingdom Two Crowns,2818,2438,0.865152590489709,Kingdom Two Crowns,PC,85.0,11.0,https://www.metacritic.com/game/kingdom-two-crowns/,0.85,0.015152590489709072
252490,Rust,283777,244971,0.8632517786853762,Rust,PC,69.0,11.0,https://www.metacritic.com/game/rust/,0.69,0.17325177868537622
466560,Northgard,14811,12774,0.8624670852744581,Northgard,PC,81.0,14.0,https://www.metacritic.com/game/northgard/,0.81,0.05246708527445809
779340,Total War: THREE KINGDOMS,16073,13861,0.8623779008274747,Total War: Three Kingdoms,PC,85.0,64.0,https://www.metacritic.com/game/total-war-three-kingdoms/,0.85,0.012377900827474697
552500,Warhammer: Vermintide 2,30851,26438,0.8569576350847622,Warhammer: Vermintide 2,PC,82.0,54.0,https://www.metacritic.com/game/warhammer-vermintide-2/,0.82,0.03695763508476224
570940,DARK SOULS™: REMASTERED,17685,15145,0.8563754594288946,Dark Souls Remastered,PC,84.0,53.0,https://www.metacritic.com/game/dark-souls-remastered/,0.84,0.016375459428894623
518790,theHunter: Call of the Wild™,23396,20029,0.8560865105146179,theHunter: Call of the Wild,PC,64.0,13.0,https://www.metacritic.com/game/thehunter-call-of-the-wild/,0.64,0.2160865105146179
393520,Iconoclasts,1492,1275,0.8545576407506702,Iconoclasts,PC,83.0,23.0,https://www.metacritic.com/game/iconoclasts/,0.83,0.02455764075067024
268500,XCOM 2,36540,31173,0.85311986863711,XCOM 2,PC,88.0,104.0,https://www.metacritic.com/game/xcom-2/,0.88,-0.026880131362890025
447820,Day of Infamy,11086,9402,0.8480966985386974,Day of Infamy,PC,77.0,10.0,https://www.metacritic.com/game/day-of-infamy/,0.77,0.07809669853869738
581320,Insurgency: Sandstorm,38229,32334,0.8457976928509771,Insurgency: Sandstorm,PC,78.0,30.0,https://www.metacritic.com/game/insurgency-sandstorm/,0.78,0.06579769285097703
613830,CHRONO TRIGGER,2317,1955,0.843763487268019,Chrono Trigger,PC,92.0,57.0,https://www.metacritic.com/game/chrono-trigger/,0.92,-0.07623651273198107
629760,MORDHAU,54515,45990,0.8436210217371366,MORDHAU,PC,81.0,21.0,https://www.metacritic.com/game/mordhau/,0.81,0.03362102173713655
589360,Ni no Kuni™ II: Revenant Kingdom,3778,3173,0.839862361037586,Ni no Kuni II: Revenant Kingdom,PC,84.0,84.0,https://www.metacritic.com/game/ni-no-kuni-ii-revenant-kingdom/,0.84,-0.00013763896241392182
385560,Shadow Complex Remastered,385,323,0.8389610389610389,Shadow Complex Remastered,PC,74.0,14.0,https://www.metacritic.com/game/shadow-complex-remastered/,0.74,0.09896103896103892
